name|female|birthdate|birthplace|link
Milena Vukotic|True|1935-04-23|['Rome', ', ', 'Italy']|https://en.wikipedia.org/wiki/Milena_Vukotic
Buster Keaton|False|1895-10-04|['Piqua, Kansas', ', U.S.']|https://en.wikipedia.org/wiki/Buster_Keaton
Marjorie Bennett|True|1896-01-15|['York', ', Australia']|https://en.wikipedia.org/wiki/Marjorie_Bennett
André Eglevsky|False|1917-12-21|['Moscow', ', ', 'Russia']|https://en.wikipedia.org/wiki/Andr%C3%A9_Eglevsky
Norma Crane|True|1928-11-10|['New York City, New York, U.S.']|https://en.wikipedia.org/wiki/Norma_Crane
Chaim Topol|False|1935-09-09|['Tel Aviv', ', ', 'Mandatory Palestine', '(now ', 'Israel', ')']|https://en.wikipedia.org/wiki/Chaim_Topol
Melissa Hayden (dancer)|True||['Toronto', ', ', 'Ontario', ', Canada']|https://en.wikipedia.org/wiki/Melissa_Hayden_(dancer)
Tony Lo Bianco|False|1936-10-19|['Brooklyn', ', ', 'New York City', ', U.S.']|https://en.wikipedia.org/wiki/Tony_Lo_Bianco
Leonard Frey|False|1938-09-04|['Brooklyn', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Leonard_Frey
Marcel Bozzuffi|False||['Rennes', ', ', 'Ille-et-Vilaine', ', France']|https://en.wikipedia.org/wiki/Marcel_Bozzuffi
Molly Picon|True|1898-02-28|['New York City, US']|https://en.wikipedia.org/wiki/Molly_Picon
Paul Mann|False|1913-12-02|['Toronto', ', ', 'Ontario', ', Canada']|https://en.wikipedia.org/wiki/Paul_Mann
Joan Sims|True|1930-05-09|['Laindon', ', ', 'Essex', ', England']|https://en.wikipedia.org/wiki/Joan_Sims
Ricardo Montalbán|False|1920-11-25|['Mexico City', ', ', 'Mexico']|https://en.wikipedia.org/wiki/Ricardo_Montalb%C3%A1n
Michael Hordern|False||[]|https://en.wikipedia.org/wiki/Michael_Hordern
Gary Grimes|False|1955-06-02|['San Francisco', ', ', 'California', ', ', 'U.S.']|https://en.wikipedia.org/wiki/Gary_Grimes
Jennifer O'Neill|True|1948-02-20|['Rio de Janeiro', ', Brazil']|https://en.wikipedia.org/wiki/Jennifer_O%27Neill
John Ericson|False|1926-09-25|['Düsseldorf', ', ', 'Free State of Prussia', ', Germany']|https://en.wikipedia.org/wiki/John_Ericson
Orson Welles|False|1915-05-06|['Kenosha, Wisconsin', ', U.S.']|https://en.wikipedia.org/wiki/Orson_Welles
David Tomlinson|False|1917-05-07|['Henley-on-Thames', ', ', 'Oxfordshire', ', England']|https://en.wikipedia.org/wiki/David_Tomlinson
Jerry Houser|False|1952-07-14|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Jerry_Houser
Cindy O'Callaghan|True|1956-10-18|['Ireland']|https://en.wikipedia.org/wiki/Cindy_O%27Callaghan
Dominique Sanda|True|1951-03-11|['Paris', ', France']|https://en.wikipedia.org/wiki/Dominique_Sanda
Helmut Berger|False|1944-05-29|['Bad Ischl', ', ', 'Alpine and Danube Reichsgaue', '(present-day Bad Ischl, ', 'Austria', ')']|https://en.wikipedia.org/wiki/Helmut_Berger
Lino Capolicchio|False|1943-08-21|['Merano', ', ', 'Italy']|https://en.wikipedia.org/wiki/Lino_Capolicchio
Barnard Hughes|False|1915-07-16|['Bedford Hills, New York', ', U.S.']|https://en.wikipedia.org/wiki/Barnard_Hughes
Fabio Testi|False|1941-08-02|['Peschiera del Garda', ', Italy']|https://en.wikipedia.org/wiki/Fabio_Testi
Romolo Valli|False|1925-02-07|['Reggio Emilia, Italy']|https://en.wikipedia.org/wiki/Romolo_Valli
Moses Gunn|False|1929-10-02|['St. Louis, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Moses_Gunn
Charles Cioffi|False|1935-10-31|['New York City', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Charles_Cioffi
Janet Suzman|True|1939-02-09|['Johannesburg', ', South Africa']|https://en.wikipedia.org/wiki/Janet_Suzman
Michael Jayston|False|1935-10-29|['Nottingham', ', England']|https://en.wikipedia.org/wiki/Michael_Jayston
Stephen Elliott (actor)|False|1918-11-27|['New York City, U.S.']|https://en.wikipedia.org/wiki/Stephen_Elliott_(actor)
Don Harron|False|1924-09-19|[]|https://en.wikipedia.org/wiki/Donald_Harron
Lawrence Pressman|False|1939-07-10|['Cynthiana, Kentucky', ', U.S.']|https://en.wikipedia.org/wiki/Lawrence_Pressman
Robert Mitchum|False|1917-08-06|['Bridgeport, Connecticut', ', U.S.']|https://en.wikipedia.org/wiki/Robert_Mitchum
Nancy Marchand|True|1928-06-19|['Buffalo, New York', ', U.S.']|https://en.wikipedia.org/wiki/Nancy_Marchand
Ben Johnson (actor)|False|1918-06-13|['Foraker, Oklahoma', ', U.S.']|https://en.wikipedia.org/wiki/Ben_Johnson_(actor)
Christopher Jones (actor)|False|1941-08-18|['Jackson, Tennessee', ', U.S.']|https://en.wikipedia.org/wiki/Christopher_Jones_(actor)
Cloris Leachman|True|1926-04-30|['Des Moines, Iowa', ', U.S.']|https://en.wikipedia.org/wiki/Cloris_Leachman
Harry Andrews|False|1911-11-10|['Tonbridge', ', ', 'Kent', ', England']|https://en.wikipedia.org/wiki/Harry_Andrews
Cybill Shepherd|True|1950-02-18|['Memphis, Tennessee', ', U.S.']|https://en.wikipedia.org/wiki/Cybill_Shepherd
Irene Worth|True|1916-06-23|['Fairbury, Nebraska', ', U.S.']|https://en.wikipedia.org/wiki/Irene_Worth
Leo McKern|False|1920-03-16|['Sydney', ', ', 'New South Wales', ', Australia']|https://en.wikipedia.org/wiki/Leo_McKern
Jack Hawkins|False|1910-09-14|['Wood Green', ', ', 'Middlesex', ', England']|https://en.wikipedia.org/wiki/Jack_Hawkins
Dean Martin|False|1917-06-07|['Steubenville, Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Dean_Martin
Ali MacGraw|True|1939-04-01|['Pound Ridge, New York', ', U.S.']|https://en.wikipedia.org/wiki/Ali_MacGraw
Burt Lancaster|False|1913-11-02|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Burt_Lancaster
Sarah Miles|True|1941-12-31|['Ingatestone', ', Essex, England']|https://en.wikipedia.org/wiki/Sarah_Miles
Jean Seberg|True|1938-11-13|['Marshalltown, Iowa', ', U.S.']|https://en.wikipedia.org/wiki/Jean_Seberg
So Yamamura|False|1910-02-24|['Tenri', ', Japan']|https://en.wikipedia.org/wiki/So_Yamamura
Karl Malden|False|1912-03-22|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Karl_Malden
Ray Milland|False|1907-01-03|['Neath', ', ', 'Glamorgan', ', Wales']|https://en.wikipedia.org/wiki/Ray_Milland
Helen Hayes|True|1900-10-10|['Washington, D.C.', ', U.S.']|https://en.wikipedia.org/wiki/Helen_Hayes
Tatsuya Mihashi|False|1923-11-02|['Tokyo', ', ', 'Japan']|https://en.wikipedia.org/wiki/Tatsuya_Mihashi
Van Heflin|False|1908-12-13|['Walters, Oklahoma', ', U.S.']|https://en.wikipedia.org/wiki/Van_Heflin
Joseph Cotten|False|1905-05-15|['Petersburg, Virginia', ', U.S.']|https://en.wikipedia.org/wiki/Joseph_Cotten
Bonnie Bedelia|True|1948-03-25|['New York City, U.S.']|https://en.wikipedia.org/wiki/Bonnie_Bedelia
Bea Arthur|True|1922-05-13|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Beatrice_Arthur
E. G. Marshall|False|1914-06-18|['Owatonna, Minnesota', ', U.S.']|https://en.wikipedia.org/wiki/E._G._Marshall
Barry Nelson|False|1917-04-16|['San Francisco', ', ', 'California', ', U.S']|https://en.wikipedia.org/wiki/Barry_Nelson_(actor)
James Whitmore|False|1921-10-01|['White Plains, New York', ', U.S.']|https://en.wikipedia.org/wiki/James_Whitmore
René Auberjonois|False|1940-06-01|['New York City, U.S.']|https://en.wikipedia.org/wiki/Ren%C3%A9_Auberjonois
Richard S. Castellano|False|1933-09-04|['Queens', ', ', 'New York City', ', New York, U.S.']|https://en.wikipedia.org/wiki/Richard_S._Castellano
Eleanor Bron|True|1938-03-14|['Stanmore', ', ', 'Middlesex', ', England']|https://en.wikipedia.org/wiki/Eleanor_Bron
Takahiro Tamura|False|1928-08-31|['Kyoto', ', Japan']|https://en.wikipedia.org/wiki/Takahiro_Tamura
Bob Dishy|False||['Brooklyn, New York', ', U.S.']|https://en.wikipedia.org/wiki/Bob_Dishy
Florinda Bolkan|True|1941-02-15|['Uruburetama', ', ', 'Ceará', ', ', 'Brazil']|https://en.wikipedia.org/wiki/Florinda_Bolkan
Gian Maria Volonté|False|1933-04-09|['Milan', ', Italy']|https://en.wikipedia.org/wiki/Gian_Maria_Volont%C3%A9
Roger Bowen|False|1932-05-25|['Providence, Rhode Island', ', U.S.']|https://en.wikipedia.org/wiki/Roger_Bowen
Michael Brandon|False|1945-04-20|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Michael_Brandon
Jennie Linden|True|1939-12-08|['Worthing', ', ', 'Sussex', ', England']|https://en.wikipedia.org/wiki/Jennie_Linden
Robert Morley|False|1908-05-26|['Semley', ', ', 'Wiltshire', ', England']|https://en.wikipedia.org/wiki/Robert_Morley
Barbara Hale|True|1922-04-18|['DeKalb, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Barbara_Hale
Marian Hailey-Moss|True|1941-02-01|['Portland, Oregon', ', U.S.']|https://en.wikipedia.org/wiki/Marian_Hailey-Moss
Eijirō Tōno|False|1907-09-17|['Tomioka', ', ', 'Gunma', ', Japan']|https://en.wikipedia.org/wiki/Eijir%C5%8D_T%C5%8Dno
Dana Wynter|True|1931-06-08|['Berlin', ', Germany']|https://en.wikipedia.org/wiki/Dana_Wynter
Harry Guardino|False|1925-12-23|['New York City, U.S.']|https://en.wikipedia.org/wiki/Harry_Guardino
Geoffrey Keen|False|1916-08-21|['Wallingford', ',  England, UK']|https://en.wikipedia.org/wiki/Geoffrey_Keen
Nigel Stock (actor)|False||['Malta']|https://en.wikipedia.org/wiki/Nigel_Stock_(actor)
Kristin Nelson|True|1945-06-25|['Burbank, California']|https://en.wikipedia.org/wiki/Kristin_Nelson
Johnny Crawford|False|1946-03-26|['Los Angeles', ', California, U.S.']|https://en.wikipedia.org/wiki/Johnny_Crawford
Anne Jackson|True|1925-09-03|['Millvale, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Anne_Jackson
Katharine Ross|True|1940-01-29|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Katharine_Ross
Brenda Vaccaro|True|1939-11-18|['Brooklyn, New York', ', U.S.']|https://en.wikipedia.org/wiki/Brenda_Vaccaro
Tom Baker|False|1934-01-20|['Vauxhall, Liverpool', ', England']|https://en.wikipedia.org/wiki/Tom_Baker
Alastair Sim|False|1900-10-09|['Edinburgh', ', Scotland']|https://en.wikipedia.org/wiki/Alastair_Sim
Paul Frankeur|False|1905-06-29|['Paris']|https://en.wikipedia.org/wiki/Paul_Frankeur
The Beatles|False||[]|https://en.wikipedia.org/wiki/The_Beatles
Fernando Rey|False|1917-09-20|['A Coruña', ', ', 'Galicia', ', Spain']|https://en.wikipedia.org/wiki/Fernando_Rey
Jeff Corey|False|1914-08-10|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Jeff_Corey
Ruth White (actress)|True|1914-04-24|['Perth Amboy, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Ruth_White_(actress)
Michael Crawford|False|1942-01-19|['Salisbury', ', ', 'Wiltshire', ', England']|https://en.wikipedia.org/wiki/Michael_Crawford
Strother Martin|False|1919-03-26|['Kokomo, Indiana', ', U.S.']|https://en.wikipedia.org/wiki/Strother_Martin
John McGiver|False|1913-11-05|['Manhattan, New York City', ', U.S.']|https://en.wikipedia.org/wiki/John_McGiver
Yves Montand|False|1921-10-13|['Monsummano Terme', ', ', 'Tuscany', ', Italy']|https://en.wikipedia.org/wiki/Yves_Montand
Irene Papas|True|1929-09-03|['Chiliomodi', ', ', 'Corinthia', ', ', 'Greece']|https://en.wikipedia.org/wiki/Irene_Papas
Henry Jones (actor)|False|1912-08-01|['New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Henry_Jones_(actor)
Sylvia Miles|True|1924-09-09|['New York City, U.S.']|https://en.wikipedia.org/wiki/Sylvia_Miles
Louis Armstrong|False|1901-08-04|['New Orleans, Louisiana', ', U.S.']|https://en.wikipedia.org/wiki/Louis_Armstrong
John Colicos|False|1928-12-10|['Toronto, Ontario', ', Canada']|https://en.wikipedia.org/wiki/John_Colicos
Michael Sarrazin|False|1940-05-22|['Quebec City, Quebec', ', Canada']|https://en.wikipedia.org/wiki/Michael_Sarrazin
David Janssen|False|1931-03-27|['Naponee, Nebraska', ', U.S.']|https://en.wikipedia.org/wiki/David_Janssen
Anthony Quayle|False|1913-09-07|['Ainsdale', ',', '[1]', ' ', 'Southport', ', ', 'Lancashire', ',', '[2]', ' England']|https://en.wikipedia.org/wiki/Anthony_Quayle
Richard Crenna|False|1926-11-30|['Los Angeles, California, U.S.']|https://en.wikipedia.org/wiki/Richard_Crenna
Jean-Louis Trintignant|False|1930-12-11|['Piolenc', ', France']|https://en.wikipedia.org/wiki/Jean-Louis_Trintignant
Pamela Franklin|True|1950-02-03|['Yokohama', ', Japan']|https://en.wikipedia.org/wiki/Pamela_Franklin
James Franciscus|False|1934-01-31|['Clayton, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/James_Franciscus
Robert Stephens|False|1931-07-14|['Bristol', ', England']|https://en.wikipedia.org/wiki/Robert_Stephens
Gordon Jackson (actor)|False|1923-12-19|['Glasgow', ', Scotland']|https://en.wikipedia.org/wiki/Gordon_Jackson_(actor)
Celia Johnson|True|1908-12-18|['Richmond', ', ', 'Surrey', ', England']|https://en.wikipedia.org/wiki/Celia_Johnson
Richard Burton|False|1925-11-10|['Pontrhydyfen', ', Wales']|https://en.wikipedia.org/wiki/Richard_Burton
Sterling Hayden|False|1916-03-26|['Upper Montclair, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Sterling_Hayden
Glen Campbell|False|1936-04-22|['Delight, Arkansas', ', U.S.']|https://en.wikipedia.org/wiki/Glen_Campbell
John Wayne|False|1907-05-26|['Winterset, Iowa', ', U.S.']|https://en.wikipedia.org/wiki/John_Wayne
Edward Albert|False|1951-02-20|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Edward_Albert
Kim Darby|True|1947-07-08|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Kim_Darby
Ron Moody|False|1924-01-08|['Tottenham', ', ', 'Middlesex', ', England']|https://en.wikipedia.org/wiki/Ron_Moody
Richard Bakalyan|False|1931-01-29|['Watertown, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Richard_Bakalyan
Ruth Buzzi|True|1936-07-24|['Westerly, Rhode Island', ', U.S.']|https://en.wikipedia.org/wiki/Ruth_Buzzi
Harriet Andersson|True|1932-02-14|['Stockholm', ', Sweden']|https://en.wikipedia.org/wiki/Harriet_Andersson
Shani Wallis|True|1933-04-14|['Tottenham', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Shani_Wallis
Leonard Whiting|False|1950-06-30|['London', ', England']|https://en.wikipedia.org/wiki/Leonard_Whiting
Harry Secombe|False|1921-09-08|['St Thomas, Swansea', ', Wales']|https://en.wikipedia.org/wiki/Harry_Secombe
Jean-Pierre Cassel|False|1932-10-27|['13th Arrondissement, Paris', ', ', 'France']|https://en.wikipedia.org/wiki/Jean-Pierre_Cassel
Mark Lester|False|1958-07-11|['Oxford', ', England']|https://en.wikipedia.org/wiki/Mark_Lester
Milo O'Shea|False|1926-06-02|['Dublin', ', Ireland']|https://en.wikipedia.org/wiki/Milo_O%27Shea
John Fiedler|False|1925-02-03|['Platteville, Wisconsin', ', U.S.']|https://en.wikipedia.org/wiki/John_Fiedler
Jack Wild|False|1952-09-30|['Royton', ', ', 'Lancashire', ', England']|https://en.wikipedia.org/wiki/Jack_Wild
Nigel Terry|False|1945-08-15|['Bristol', ', England']|https://en.wikipedia.org/wiki/Nigel_Terry
Omar Sharif|False|1932-04-10|['Alexandria', ', ', 'Kingdom of Egypt']|https://en.wikipedia.org/wiki/Omar_Sharif
John McEnery|False|1943-11-01|['Birmingham', ', England']|https://en.wikipedia.org/wiki/John_McEnery
Timothy Dalton|False|1946-03-21|['Colwyn Bay', ', ', 'Denbighshire', ', Wales']|https://en.wikipedia.org/wiki/Timothy_Dalton
Natasha Parry|True|1930-12-02|['London, England']|https://en.wikipedia.org/wiki/Natasha_Parry
Anne Francis|True|1930-09-16|['Ossining, New York', ', U.S.']|https://en.wikipedia.org/wiki/Anne_Francis
Kay Medford|True|1919-09-14|['New York City, U.S.']|https://en.wikipedia.org/wiki/Kay_Medford
Gary Lockwood|False|1937-02-21|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Gary_Lockwood
Pat Heywood|True|1931-08-01|['Gretna Green', ', Scotland, United Kingdom']|https://en.wikipedia.org/wiki/Pat_Heywood
Simon Oakland|False|1915-08-28|['Brooklyn', ', New York, U.S.']|https://en.wikipedia.org/wiki/Simon_Oakland
Patricia Neal|True|1926-01-20|['Packard, Kentucky', ', U.S.']|https://en.wikipedia.org/wiki/Patricia_Neal
Ruth Gordon|True|1896-10-30|['Quincy, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Ruth_Gordon
Dick Shawn|False|1923-12-01|['Buffalo, New York', ', U.S.']|https://en.wikipedia.org/wiki/Dick_Shawn
Walter Pidgeon|False|1897-09-23|['Saint John, New Brunswick', ', Canada']|https://en.wikipedia.org/wiki/Walter_Pidgeon
Sidney Blackmer|False|1895-07-13|['Salisbury, North Carolina', ', U.S.']|https://en.wikipedia.org/wiki/Sidney_Blackmer
Maurice Evans (actor)|False|1901-06-03|['Dorchester, Dorset', ', England']|https://en.wikipedia.org/wiki/Maurice_Evans_(actor)
Paul Burke (actor)|False|1926-07-21|['New Orleans, Louisiana', ', U.S.']|https://en.wikipedia.org/wiki/Paul_Burke_(actor)
Don Gordon (actor)|False|1926-11-13|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Don_Gordon_(actor)
John Cassavetes|False|1929-12-09|['New York City, U.S.']|https://en.wikipedia.org/wiki/John_Cassavetes
Ralph Bellamy|False|1904-06-17|['Chicago, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Ralph_Bellamy
Jack Weston|False|1924-08-21|['Cleveland', ', ', 'Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Jack_Weston
Leon Janney|False|1917-04-01|['Ogden, Utah', ', U.S.']|https://en.wikipedia.org/wiki/Leon_Janney
Cliff Robertson|False|1923-09-09|['San Diego', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Cliff_Robertson
Vyacheslav Tikhonov|False|1928-02-08|['Pavlovsky Posad', ', ', 'Soviet Union']|https://en.wikipedia.org/wiki/Vyacheslav_Tikhonov
Ludmila Savelyeva|True|1942-01-24|['Leningrad', ', ', 'RSFSR', ', ', 'Soviet Union']|https://en.wikipedia.org/wiki/Ludmila_Savelyeva
Gene Wilder|False|1933-06-11|['Milwaukee', ', Wisconsin, U.S.']|https://en.wikipedia.org/wiki/Gene_Wilder
Zero Mostel|False|1915-02-28|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Zero_Mostel
Dick Van Patten|False|1928-12-09|['Kew Gardens, Queens', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Dick_Van_Patten
Paul Saltman|False|1928-04-11|['Los Angeles']|https://en.wikipedia.org/wiki/Paul_Saltman
Keir Dullea|False|1936-05-30|['Cleveland', ', ', 'Ohio', ', U.S.']|https://en.wikipedia.org/wiki/Keir_Dullea
John Castle|False|1940-01-14|['Croydon', ', ', 'Greater London', ', England']|https://en.wikipedia.org/wiki/John_Castle
Robert F. Kennedy|False|1925-11-20|[]|https://en.wikipedia.org/wiki/Robert_F._Kennedy
Sterling Holloway|False|1905-01-04|['Cedartown, Georgia', ', U.S.']|https://en.wikipedia.org/wiki/Sterling_Holloway
Paul Winchell|False|1922-12-21|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Paul_Winchell
Alfred Lutter|False|1962-03-21|['Ridgewood, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Alfred_Lutter
Herbert Berghof|False|1909-09-13|['Vienna', ', ', 'Austria-Hungary']|https://en.wikipedia.org/wiki/Herbert_Berghof
Art Carney|False|1918-11-04|['Mount Vernon, New York', ', U.S.']|https://en.wikipedia.org/wiki/Art_Carney
Hal Smith (actor)|False|1916-08-24|['Petoskey, Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Hal_Smith_(actor)
Kim Hunter|True|1922-11-12|['Detroit', ', ', 'Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Kim_Hunter
Jon Walmsley|False||['Blackburn', ', ', 'Lancashire', ', England']|https://en.wikipedia.org/wiki/Jon_Walmsley
Warren Oates|False|1928-07-05|['Depoy, Kentucky', ', U.S.']|https://en.wikipedia.org/wiki/Warren_Oates
Franco Nero|False|1941-11-23|['San Prospero Parmense', ', ', 'Parma', ', ', 'Italy']|https://en.wikipedia.org/wiki/Franco_Nero
Michael J. Pollard|False|1939-05-30|['Passaic, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Michael_J._Pollard
Rod Steiger|False||[]|https://en.wikipedia.org/wiki/Rod_Steiger
David Hemmings|False|1941-11-18|['Guildford', ', ', 'Surrey', ', England']|https://en.wikipedia.org/wiki/David_Hemmings
James Daly (actor)|False|1918-10-23|['Wisconsin Rapids, Wisconsin', ', U.S.']|https://en.wikipedia.org/wiki/James_Daly_(actor)
Jennifer Jones|True|1919-03-02|['Tulsa, Oklahoma', ', U.S.']|https://en.wikipedia.org/wiki/Jennifer_Jones
Linda Harrison|True|1945-07-26|['Berlin, Maryland', ', U.S.']|https://en.wikipedia.org/wiki/Linda_Harrison
Lionel Jeffries|False|1926-06-10|['Forest Hill', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Lionel_Jeffries
Laurence Naismith|False|1908-12-14|['Thames Ditton, Surrey', ', England']|https://en.wikipedia.org/wiki/Laurence_Naismith
Estelle Parsons|True|1927-11-20|['Lynn, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Estelle_Parsons
John Huston|False|1906-08-05|['Nevada, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/John_Huston
Spencer Tracy|False|1900-04-05|['Milwaukee, Wisconsin', ', U.S.']|https://en.wikipedia.org/wiki/Spencer_Tracy
Samantha Eggar|True|1939-03-05|['Hampstead', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Samantha_Eggar
Katharine Houghton|True|1945-03-10|['Hartford', ', ', 'Connecticut', ', U.S.']|https://en.wikipedia.org/wiki/Katharine_Houghton
Rex Harrison|False|1908-03-05|['Huyton', ', ', 'Merseyside', ', England']|https://en.wikipedia.org/wiki/Rex_Harrison
Carol Channing|True|1921-01-31|['Seattle, Washington', ', U.S.']|https://en.wikipedia.org/wiki/Carol_Channing
Anthony Newley|False|1931-09-24|['Hackney', ', London, England']|https://en.wikipedia.org/wiki/Anthony_Newley
Magali Noël|True|1931-06-27|['İzmir', ', Turkey']|https://en.wikipedia.org/wiki/Magali_No%C3%ABl
Lee Marvin|False|1924-02-19|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Lee_Marvin
J. D. Cannon|False|1922-04-24|['Salmon, Idaho', ', U.S.']|https://en.wikipedia.org/wiki/J._D._Cannon
Bruno Zanin|False|1951-04-09|['Vigonovo', ', ', 'Veneto', ', ', 'Italy']|https://en.wikipedia.org/wiki/Bruno_Zanin
Robert Drivas|False|1935-11-21|['Coral Gables, Florida', ', U.S.']|https://en.wikipedia.org/wiki/Robert_Drivas
John A. Gavin|False|1931-04-08|[]|https://en.wikipedia.org/wiki/John_Gavin
Charles Bronson|False|1921-11-03|['Ehrenfeld', ', Pennsylvania, US']|https://en.wikipedia.org/wiki/Charles_Bronson
Lou Antonio|False|1934-01-23|['Oklahoma City', ', ', 'Oklahoma', ', U.S.']|https://en.wikipedia.org/wiki/Lou_Antonio
Beatrice Lillie|True|1894-05-29|['Toronto', ', Ontario, Canada']|https://en.wikipedia.org/wiki/Beatrice_Lillie
Joseph B. Anderson|False||[]|https://en.wikipedia.org/wiki/Joseph_B._Anderson
Perry Lopez|False|1929-07-22|['New York City', ', NY, U.S.']|https://en.wikipedia.org/wiki/Perry_Lopez
Jim Brown|False|1936-02-17|[]|https://en.wikipedia.org/wiki/Jim_Brown
Jo Van Fleet|True|1915-12-29|['Oakland, California', ', U.S.']|https://en.wikipedia.org/wiki/Jo_Van_Fleet
Richard Jaeckel|False|1926-10-10|['Long Beach, New York', ', U.S.']|https://en.wikipedia.org/wiki/Richard_Jaeckel
Josef Somr|False|1934-04-14|['Vracov', ', ', 'Czechoslovakia']|https://en.wikipedia.org/wiki/Josef_Somr
Vlastimil Brodský|False|1920-12-15|['Hrušov', ', ', 'Czechoslovakia']|https://en.wikipedia.org/wiki/Vlastimil_Brodsk%C3%BD
Václav Neckář|False|1943-10-23|[]|https://en.wikipedia.org/wiki/V%C3%A1clav_Neck%C3%A1%C5%99
Ingrid Bergman|True|1915-08-29|['Stockholm', ', Sweden']|https://en.wikipedia.org/wiki/Ingrid_Bergman
Morgana King|True|1930-06-04|['Pleasantville, New York', ', U.S.']|https://en.wikipedia.org/wiki/Morgana_King
Trini Lopez|False|1937-05-15|[]|https://en.wikipedia.org/wiki/Trini_Lopez
Ralph Meeker|False|1920-11-21|['Minneapolis', ', Minnesota, U.S.']|https://en.wikipedia.org/wiki/Ralph_Meeker
John Hillerman|False|1932-12-20|['Denison, Texas', ', U.S.']|https://en.wikipedia.org/wiki/John_Hillerman
Fred Astaire|False|1899-05-10|['Omaha, Nebraska', ', U.S.']|https://en.wikipedia.org/wiki/Fred_Astaire
Robert Ryan|False|1909-11-11|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Robert_Ryan
Richard Jordan|False|1937-07-19|['New York City, U.S.']|https://en.wikipedia.org/wiki/Richard_Jordan
Telly Savalas|False|1922-01-21|['Garden City, New York', ', U.S.']|https://en.wikipedia.org/wiki/Telly_Savalas
Adil Hussain|False||['Goalpara', ', ', 'Assam', ', India']|https://en.wikipedia.org/wiki/Adil_Hussain
Jo Lawry|True||[]|https://en.wikipedia.org/wiki/Jo_Lawry
Clint Walker|False|1927-05-30|['Hartford, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Clint_Walker
Sandy Dennis|True|1937-04-27|['Hastings, Nebraska', ', U.S.']|https://en.wikipedia.org/wiki/Sandy_Dennis
Eva Marie Saint|True|1924-07-04|['Newark, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Eva_Marie_Saint
Robert Webber|False|1924-10-14|['Santa Ana, California']|https://en.wikipedia.org/wiki/Robert_Webber
Bill Travers|False|1922-01-03|['Newcastle upon Tyne', ', ', 'Northumberland', ', England']|https://en.wikipedia.org/wiki/Bill_Travers
Jonathan Groff|False|1985-03-26|['Lancaster, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Jonathan_Groff
Virginia McKenna|True|1931-06-07|['Marylebone', ', ', 'County of London', ', (now ', 'Inner London', ') England']|https://en.wikipedia.org/wiki/Virginia_McKenna
Edmond O'Brien|False|1915-09-10|['Brooklyn', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Edmond_O%27Brien
Toshiro Mifune|False|1920-04-01|['Seitō', ', ', 'Japanese-occupied Shandong']|https://en.wikipedia.org/wiki/Toshiro_Mifune
